Symbol,Name,Closed Date,Opened Date,Quantity,Proceeds Per Share,Cost Per Share,Proceeds,Cost Basis,Gain/Loss ($),Gain/Loss (%),Long Term Gain/Loss,Short Term Gain/Loss,Term,Unadjusted Cost Basis,Wash Sale?,Disallowed Loss,Transaction Closed Date,Transaction Cost Basis,Total Transaction Gain/Loss ($),Total Transaction Gain/Loss (%),LT Transaction Gain/Loss ($),LT Transaction Gain/Loss (%),ST Transaction Gain/Loss ($),ST Transaction Gain/Loss (%)
NGPHF,NORTHERN GRAPHITE CO F,08/06/2020,07/24/2020,5325,$0.25,$0.15,$1357.85,$820.05,$537.80,65.58%,,$537.80,Short,$820.05,No,,,,,,,,,
FSLY,FASTLY INC,08/06/2020,07/12/2020,11,$90.00,$98.67,$989.98,$1085.39,-$95.41,-8.79%,,-$95.41,Short,$1085.39,No,,,$1381.20,-$31.23,-2.26%,,,,-2.26%
NGPHF,NORTHERN GRAPHITE CO F,08/06/2020,07/24/2020,1000,$0.23,$0.15,$229.99,$154.00,$75.99,49.34%,,$75.99,Short,$154.00,No,,,,,,,,,
NGPHF,NORTHERN GRAPHITE CO F,08/06/2020,07/24/2020,1000,$0.23,$0.15,$229.99,$154.00,$75.99,49.34%,,$75.99,Short,$154.00,No,,,,,,,,,
SSP,SCRIPPS E W CO CLASS A,08/06/2020,07/24/2020,125,$11.50,$11.23,$1437.47,$1403.54,$33.93,2.42%,,$33.93,Short,$1403.54,No,,,,,,,,,
ASML,ASML HLDGS NV F SPONSORED ADR 1 ADR REPS 1 ORD SHS,08/06/2020,07/24/2020,4,$368.04,$371.00,$1472.17,$1484.00,-$11.83,-0.80%,,-$11.83,Short,$1484.00,No,,,,,,,,,
MMNFF,MEDMEN ENTERPRISES INC F,08/06/2020,07/24/2020,500,$0.17,$0.18,$85.97,$91.50,-$5.53,-6.04%,,-$5.53,Short,$91.50,No,,,,,,,,,
MMNFF,MEDMEN ENTERPRISES INC F,08/06/2020,07/24/2020,100,$0.17,$0.18,$17.19,$18.30,-$1.11,-6.07%,,-$1.11,Short,$18.30,No,,,,,,,,,
TSLA,TESLA INC,08/06/2020,06/24/2020,1,$1490.80,$970.42,$1490.80,$970.42,$520.38,53.62%,,$520.38,Short,$970.42,No,,,,,,,,,
W 08/07/2020 270.00 C,CALL WAYFAIR INC $270 EXP 08/07/20,08/04/2020,07/31/2020,1,$24.29,$16.91,$2429.30,$1690.65,$738.65,43.69%,,$738.65,Short,$1690.65,No,,,,,,,,,
TWLO 08/07/2020 270.00 C,CALL TWILIO INC $270 EXP 08/07/20,08/04/2020,07/31/2020,1,$19.09,$15.01,$1909.31,$1500.65,$408.66,27.23%,,$408.66,Short,$1500.65,No,,,,,,,,,
ENPH 08/21/2020 57.50 C,CALL ENPHASE ENERGY INC $57.5 EXP 08/21/20,08/04/2020,07/31/2020,1,$13.79,$6.81,$1379.32,$680.65,$698.67,102.65%,,$698.67,Short,$680.65,No,,,,,,,,,
LVGO 08/07/2020 127.00 C,CALL LIVONGO HEALTH INC $127 EXP 08/07/20,08/04/2020,07/31/2020,1,$16.29,$8.61,$1629.31,$860.65,$768.66,89.31%,,$768.66,Short,$860.65,No,,,,,,,,,
BYND 08/07/2020 124.00 C,CALL BEYOND MEAT INC $124 EXP 08/07/20,08/04/2020,07/31/2020,1,$18.89,$9.01,$1889.31,$900.65,$988.66,109.77%,,$988.66,Short,$900.65,No,,,,,,,,,
FSLY 08/07/2020 93.00 C,CALL FASTLY INC $93 EXP 08/07/20,08/04/2020,07/31/2020,1,$22.29,$9.41,$2229.30,$940.65,$1288.65,137.00%,,$1288.65,Short,$940.65,No,,,,,,,,,
KODK,EASTMAN KODAK CO,07/31/2020,07/29/2020,43,$23.61,$28.00,$1015.21,$1204.00,-$188.79,-15.68%,,-$188.79,Short,$1204.00,No,,,,,,,,,
BLDP,BALLARD POWER SYS F,07/31/2020,07/06/2020,22.232,$14.19,$19.43,$315.58,$431.97,-$116.39,-26.94%,,-$116.39,Short,$431.97,No,,,$785.27,-$217.48,-27.69%,,,,-27.69%
FB 07/31/2020 232.50 C,CALL FACEBOOK INC $232.5 EXP 07/31/20,07/31/2020,07/30/2020,1,$17.89,$7.59,$1789.31,$758.65,$1030.66,135.85%,,$1030.66,Short,$758.65,No,,,,,,,,,
BLDP,BALLARD POWER SYS F,07/31/2020,06/15/2020,0.9876,$14.20,$23.04,$14.02,$22.75,-$8.73,-38.37%,,-$8.73,Short,$22.75,No,,,$785.27,-$217.48,-27.69%,,,,-27.69%
BLDP,BALLARD POWER SYS F,07/31/2020,07/06/2020,16.7804,$14.19,$19.70,$238.19,$330.55,-$92.36,-27.94%,,-$92.36,Short,$330.55,No,,,$785.27,-$217.48,-27.69%,,,,-27.69%
HZO 08/21/2020 30.00 C,CALL MARINEMAX INC $30 EXP 08/21/20,07/31/2020,07/30/2020,1,$0.64,$1.71,$64.35,$170.65,-$106.30,-62.29%,,-$106.30,Short,$170.65,No,,,,,,,,,
SYAAF,SYRAH RESOURCES LI ORDF,07/31/2020,07/24/2020,4000,$0.24,$0.29,$950.00,$1166.00,-$216.00,-18.52%,,-$216.00,Short,$1166.00,No,,,,,,,,,
AMZN,AMAZON.COM INC,07/31/2020,07/01/2020,1,$3199.93,$2852.19,$3199.93,$2852.19,$347.74,12.19%,,$347.74,Short,$2852.19,No,,,,,,,,,
APPS,DIGITAL TURBINE INC,07/30/2020,07/02/2020,35,$12.39,$13.07,$433.64,$457.45,-$23.81,-5.20%,,-$23.81,Short,$457.45,No,,,$672.28,$170.22,25.32%,,,,25.32%
OVID,OVID THERAPEUTICS INC,07/30/2020,07/28/2020,20,$6.12,$6.75,$122.40,$135.00,-$12.60,-9.33%,,-$12.60,Short,$135.00,No,,,$1012.50,-$94.52,-9.34%,,,,-9.34%
OVID,OVID THERAPEUTICS INC,07/30/2020,07/13/2020,130,$6.12,$7.05,$795.58,$916.44,-$120.86,-13.19%,,-$120.86,Short,$916.44,No,,,$1012.50,-$94.52,-9.34%,,,,-9.34%
BA,BOEING CO,07/30/2020,05/08/2020,6,$162.90,$132.47,$977.38,$794.83,$182.55,22.97%,,$182.55,Short,$794.83,No,,,,,,,,,
LX,LEXINFINTECH HOLDINGS F UNSPONSORED ADR 1 ADR REPS ORD SHS,07/30/2020,07/28/2020,38,$8.50,$8.65,$322.99,$328.70,-$5.71,-1.74%,,-$5.71,Short,$328.70,No,,,$977.45,-$16.97,-1.74%,,,,-1.74%
LX,LEXINFINTECH HOLDINGS F UNSPONSORED ADR 1 ADR RE PS ORD SHS,07/30/2020,07/21/2020,75,$8.50,$10.88,$637.49,$816.00,-$178.51,-21.88%,,-$178.51,Short,$816.00,No,,,$977.45,-$16.97,-1.74%,,,,-1.74%
BOXL,BOXLIGHT CORP 00500 CLAS S A,07/30/2020,06/26/2020,400,$2.23,$1.49,$891.98,$595.25,$296.73,49.85%,,$296.73,Short,$595.25,No,,,$699.86,$372.75,53.26%,,,,53.26%
ALT,ALTIMMUNE INC,07/30/2020,07/09/2020,15,$21.57,$23.83,$323.54,$357.45,-$33.91,-9.49%,,-$33.91,Short,$357.45,No,,,$923.95,$499.64,54.08%,,,,54.08%
APPS,DIGITAL TURBINE INC,07/30/2020,06/01/2020,33,$12.39,$6.51,$408.86,$214.83,$194.03,90.32%,,$194.03,Short,$214.83,No,,,$672.28,$170.22,25.32%,,,,25.32%
NTLA,INTELLIA THERAPEUTIC,07/30/2020,07/07/2020,37,$18.19,$22.63,$673.02,$837.18,-$164.16,-19.61%,,-$164.16,Short,$837.18,No,,,,,,,,,
BOXL,BOXLIGHT CORP 00500 CLAS S A,07/30/2020,06/26/2020,74,$2.23,$1.70,$165.02,$126.16,$38.86,30.80%,,$38.86,Short,$126.16,No,,,$699.86,$372.75,53.26%,,,,53.26%
ALT,ALTIMMUNE INC,07/30/2020,07/07/2020,51,$21.57,$11.11,$1100.05,$566.50,$533.55,94.18%,,$533.55,Short,$566.50,No,,,$923.95,$499.64,54.08%,,,,54.08%
BOXL,BOXLIGHT CORP 00500 CLASS A,07/30/2020,06/26/2020,7,$2.23,$1.71,$15.61,$11.94,$3.67,30.74%,,$3.67,Short,$11.94,No,,,$699.86,$372.75,53.26%,,,,53.26%
TDOC 07/31/2020 210.00 C,CALL TELADOC INC $210 EXP 07/31/20,07/30/2020,07/28/2020,1,$26.09,$9.20,$2609.29,$919.65,$1689.64,183.73%,,$1689.64,Short,$919.65,No,,,,,,,,,
LLNW,LIMELIGHT NETWORKS,07/29/2020,07/24/2020,225,$6.55,$6.06,$1473.72,$1363.50,$110.22,8.08%,,$110.22,Short,$1363.50,No,,,,,,,,,
BE,BLOOM ENERGY CORP,07/29/2020,07/06/2020,0.0063,$15.87,$11.11,$0.10,$0.07,$0.03,42.86%,,$0.03,Short,$0.07,No,,,$802.29,$300.72,37.48%,,,,37.48%
BABA,ALIBABA GROUP HOLDING F SPONSORED ADR 1 ADR REPS 8 ORD SHS,07/29/2020,07/06/2020,5,$250.13,$238.18,$1250.67,$1190.90,$59.77,5.02%,,$59.77,Short,$1190.90,No,,,,,,,,,
BE,BLOOM ENERGY CORP,07/29/2020,07/02/2020,23.3073,$15.11,$10.40,$352.17,$242.40,$109.77,45.28%,,$109.77,Short,$242.40,No,,,$802.29,$300.72,37.48%,,,,37.48%
BE,BLOOM ENERGY CORP,07/29/2020,07/06/2020,0.1372,$15.09,$11.08,$2.07,$1.52,$0.55,36.18%,,$0.55,Short,$1.52,No,,,$802.29,$300.72,37.48%,,,,37.48%
BE,BLOOM ENERGY CORP,07/29/2020,07/06/2020,31,$15.11,$11.08,$468.40,$343.41,$124.99,36.40%,,$124.99,Short,$343.41,No,,,$802.29,$300.72,37.48%,,,,37.48%
KODK,EASTMAN KODAK CO,07/29/2020,07/29/2020,7,$28.71,$28.00,$200.97,$196.00,$4.97,2.54%,,$4.97,Short,$196.00,No,,,,,,,,,
BE,BLOOM ENERGY CORP,07/29/2020,07/06/2020,18.5492,$15.11,$11.58,$280.27,$214.89,$65.38,30.42%,,$65.38,Short,$214.89,No,,,$802.29,$300.72,37.48%,,,,37.48%
TTWO,TAKE TWO INTERACTV,07/28/2020,07/06/2020,7,$158.11,$146.19,$1106.75,$1023.31,$83.44,8.15%,,$83.44,Short,$1023.31,No,,,,,,,,,
TWOU,2U INC,07/28/2020,07/06/2020,25,$43.63,$40.14,$1090.73,$1003.50,$87.23,8.69%,,$87.23,Short,$1003.50,No,,,,,,,,,
NVDA,NVIDIA CORP,07/27/2020,07/06/2020,2,$409.31,$394.13,$818.62,$788.27,$30.35,3.85%,,$30.35,Short,$788.27,No,,,$1202.28,$25.65,2.13%,,,,2.13%
NVDA,NVIDIA CORP,07/27/2020,07/09/2020,1,$409.31,$414.01,$409.31,$414.01,$0.00,0.00%,,$0.00,Short,$414.01,Yes,$4.70,,$1202.28,$25.65,2.13%,,,,2.13%
CHGG,CHEGG INC,07/24/2020,07/06/2020,10,$73.46,$70.75,$734.58,$707.49,$27.09,3.83%,,$27.09,Short,$707.49,No,,,,,,,,,
NLS,NAUTILUS INC,07/24/2020,07/09/2020,97,$10.46,$10.31,$1014.60,$1000.51,$14.09,1.41%,,$14.09,Short,$1000.51,No,,,,,,,,,
CHGG,CHEGG INC,07/24/2020,07/06/2020,5,$73.46,$70.75,$367.29,$353.74,$13.55,3.83%,,$13.55,Short,$353.74,No,,,,,,,,,
SQ,SQUARE INC CLASS A,07/24/2020,07/24/2020,2,$133.13,$129.23,$266.25,$258.46,$7.79,2.93%,,$7.79,Short,$258.46,No,,07/22/2020,,,,,,,
QDEL,QUIDEL CORP,07/24/2020,07/09/2020,4,$252.34,$240.06,$1009.34,$960.24,$49.10,5.11%,,$49.10,Short,$960.24,No,,,,,,,,,
AMZN,AMAZON.COM INC,07/24/2020,07/01/2020,1,$2929.94,$2852.19,$2929.94,$2852.19,$77.75,2.73%,,$77.75,Short,$2852.19,No,,,,,,,,,
NIO,N I O INC F UNSPONSORED ADR 1 ADR REPS ORD SHS,07/24/2020,07/06/2020,80,$11.39,$12.05,$911.18,$964.40,-$53.22,-5.52%,,-$53.22,Short,$964.40,No,,,,,,,,,
FSLY,FASTLY INC,07/24/2020,07/06/2020,11,$76.66,$83.25,$843.24,$915.75,$0.00,0.00%,,$0.00,Short,$915.75,Yes,$72.51,,,,,,,,
TTD,THE TRADE DESK INC CLASS A,07/24/2020,06/30/2020,3,$413.29,$407.77,$1239.87,$1223.32,$16.55,1.35%,,$16.55,Short,$1223.32,No,,,,,,,,,
DOCU,DOCUSIGN INC,07/24/2020,07/07/2020,5,$193.00,$197.73,$964.98,$988.67,-$23.69,-2.40%,,-$23.69,Short,$988.67,No,,,,,,,,,
BYDDF,BYD CO LTD ORDF,07/22/2020,07/06/2020,100,$9.12,$9.77,$912.00,$976.50,-$64.50,-6.61%,,-$64.50,Short,$976.50,No,,,,,,,,,
OVID,OVID THERAPEUTICS INC,07/22/2020,07/07/2020,40,$7.08,$7.38,$283.06,$295.20,$0.00,0.00%,,$0.00,Short,$295.20,Yes,$12.14,,$958.90,-$38.94,-4.06%,,,,-4.06%
MRVL,MARVELL TECH GROUP F,07/22/2020,07/10/2020,24,$35.95,$38.21,$862.84,$916.95,-$54.11,-5.90%,,-$54.11,Short,$916.95,No,,,,,,,,,
TSLA,TESLA INC,07/22/2020,06/24/2020,2,$1601.63,$970.42,$3203.25,$1940.84,$1262.41,65.04%,,$1262.41,Short,$1940.84,No,,,,,,,,,
EBAY,EBAY INC,07/22/2020,07/09/2020,17,$56.88,$59.06,$966.97,$1003.99,-$37.02,-3.69%,,-$37.02,Short,$1003.99,No,,,,,,,,,
CLLS,CELLECTIS S A F SPONSORE D ADR 1 ADR REPS 1 ORD S HS,07/22/2020,07/02/2020,35,$17.11,$18.80,$598.84,$658.14,-$59.30,-9.01%,,-$59.30,Short,$658.14,No,,,$1127.89,-$101.31,-8.98%,,,,-8.98%
CLLS,CELLECTIS S A F SPONSORED ADR 1 ADR REPS 1 ORD SHS,07/22/2020,07/02/2020,25,$17.11,$18.79,$427.74,$469.75,-$42.01,-8.94%,,-$42.01,Short,$469.75,No,,,$1127.89,-$101.31,-8.98%,,,,-8.98%
OVID,OVID THERAPEUTICS INC,07/22/2020,07/07/2020,90,$7.08,$7.37,$636.90,$663.70,$0.00,0.00%,,$0.00,Short,$663.70,Yes,$26.80,,$958.90,-$38.94,-4.06%,,,,-4.06%
EA,ELECTRONIC ARTS INC,07/22/2020,07/09/2020,8,$138.95,$137.02,$1111.58,$1096.13,$15.45,1.41%,,$15.45,Short,$1096.13,No,,,,,,,,,
LSCC,LATTICE SEMICONDUCTR,07/22/2020,07/09/2020,33,$29.72,$30.83,$980.84,$1017.42,-$36.58,-3.60%,,-$36.58,Short,$1017.42,No,,,,,,,,,
BLCM,BELLICUM PHARMACEUTICALS,07/22/2020,07/09/2020,127,$7.44,$7.95,$944.56,$1009.65,-$65.09,-6.45%,,-$65.09,Short,$1009.65,No,,,,,,,,,
CRWD,CROWDSTRIKE HLDGS INC,07/22/2020,07/07/2020,9,$103.45,$107.50,$931.03,$967.50,-$36.47,-3.77%,,-$36.47,Short,$967.50,No,,,,,,,,,
BOXL,BOXLIGHT CORP 00500 CLASS A,07/20/2020,06/14/2020,500,$2.98,$3.73,$1490.02,$1864.06,-$374.04,-20.07%,,-$374.04,Short,$1864.06,No,,,$1847.50,-$357.48,-19.35%,,,,-19.35%
LX,LEXINFINTECH HOLDINGS F UNSPONSORED ADR 1 ADR REPS ORD SHS,07/16/2020,07/09/2020,75,$10.78,$13.01,$808.49,$975.74,$0.00,0.00%,,$0.00,Short,$975.74,Yes,$167.25,,,,,,,,
TWLO,TWILIO INC CLASS A,07/16/2020,07/06/2020,5,$218.35,$244.67,$1091.75,$1223.36,-$131.61,-10.76%,,-$131.61,Short,$1223.36,No,,,$1200.36,-$108.61,-9.05%,,,,-9.05%
OKTA,OKTA INC CLASS A,07/16/2020,07/09/2020,4,$198.82,$222.91,$795.26,$891.64,-$96.38,-10.81%,,-$96.38,Short,$891.64,No,,,,,,,,,
VNET,21VIANET GROUP INC F SPONSORED ADR 1 ADR REPS 6 ORD SHS,07/16/2020,07/06/2020,37,$23.88,$27.32,$883.71,$1010.84,-$127.13,-12.58%,,-$127.13,Short,$1010.84,No,,,,,,,,,
TWOU,2U INC,07/09/2020,07/06/2020,5,$42.99,$40.14,$214.95,$200.70,$14.25,7.10%,,$14.25,Short,$200.70,No,,,,,,,,,
PLAN,ANAPLAN INC,07/09/2020,07/07/2020,21,$50.70,$49.88,$1064.73,$1047.41,$17.32,1.65%,,$17.32,Short,$1047.41,No,,,,,,,,,
CRSP,CRISPR THERAPEUTICS F,07/09/2020,07/06/2020,5,$95.13,$84.44,$475.64,$422.18,$53.46,12.66%,,$53.46,Short,$422.18,No,,,,,,,,,
CRWD,CROWDSTRIKE HLDGS INC,07/09/2020,07/07/2020,1,$116.99,$107.50,$116.99,$107.50,$9.49,8.83%,,$9.49,Short,$107.50,No,,,,,,,,,
SAIL,SAILPOINT TECHNOLOGIES,07/09/2020,07/07/2020,4,$29.03,$27.86,$116.10,$111.43,$4.67,4.19%,,$4.67,Short,$111.43,No,,,,,,,,,
REAL,THE REALREAL INC,07/09/2020,07/06/2020,8,$15.05,$14.23,$120.40,$113.81,$6.59,5.79%,,$6.59,Short,$113.81,No,,,,,,,,,
REAL,THE REALREAL INC,07/09/2020,07/06/2020,67,$14.54,$14.23,$973.95,$953.19,$20.76,2.18%,,$20.76,Short,$953.19,No,,,,,,,,,
AAWW,ATLAS AIR WORLDWIDE,07/09/2020,07/06/2020,23,$46.41,$44.90,$1067.53,$1032.59,$34.94,3.38%,,$34.94,Short,$1032.59,No,,,,,,,,,
RUN,SUNRUN INC.,07/09/2020,07/07/2020,36,$26.73,$24.15,$962.36,$869.28,$93.08,10.71%,,$93.08,Short,$869.28,No,,,,,,,,,
RUN,SUNRUN INC.,07/09/2020,07/07/2020,9,$27.31,$24.15,$245.78,$217.32,$28.46,13.10%,,$28.46,Short,$217.32,No,,,,,,,,,
FSLY,FASTLY INC,07/09/2020,07/06/2020,4,$94.60,$83.25,$378.39,$333.00,$45.39,13.63%,,$45.39,Short,$333.00,No,,,,,,,,,
OVID,OVID THERAPEUTICS INC,07/09/2020,07/07/2020,2,$7.89,$7.38,$15.78,$14.75,$1.03,6.98%,,$1.03,Short,$14.75,No,,,,,,,,,
DOCU,DOCUSIGN INC,07/09/2020,07/07/2020,1,$211.86,$197.74,$211.86,$197.74,$14.12,7.14%,,$14.12,Short,$197.74,No,,,,,,,,,
GGAL,GRUPO FINANCIERO GALIC F SPONSORED ADR 1 ADR REPS 10 ORD SHS,07/09/2020,07/06/2020,70,$10.90,$11.18,$763.31,$782.51,-$19.20,-2.45%,,-$19.20,Short,$782.51,No,,,$1121.70,-$31.26,-2.79%,,,,-2.79%
GGAL,GRUPO FINANCIERO GALIC F SPONSORED ADR 1 ADR REP S 10 ORD SHS,07/09/2020,07/06/2020,30,$10.90,$11.31,$327.13,$339.19,-$12.06,-3.56%,,-$12.06,Short,$339.19,No,,,$1121.70,-$31.26,-2.79%,,,,-2.79%
ABMD,ABIOMED INC,07/09/2020,07/06/2020,5,$262.04,$267.57,$1310.19,$1337.85,-$27.66,-2.07%,,-$27.66,Short,$1337.85,No,,,,,,,,,
OVID,OVID THERAPEUTICS INC,07/09/2020,07/07/2020,8,$7.89,$7.38,$63.12,$59.00,$4.12,6.98%,,$4.12,Short,$59.00,No,,,,,,,,,
VSLR,VIVINT SOLAR INC,07/09/2020,07/07/2020,13,$15.09,$13.15,$196.17,$170.95,$25.22,14.75%,,$25.22,Short,$170.95,No,,,,,,,,,
BA,BOEING CO,07/09/2020,05/08/2020,4,$174.15,$132.47,$696.59,$529.88,$166.71,31.46%,,$166.71,Short,$529.88,No,,,,,,,,,
SHOP,SHOPIFY INC F CLASS A,07/09/2020,04/23/2020,1,$1027.98,$636.00,$1027.98,$636.00,$391.98,61.63%,,$391.98,Short,$636.00,No,,,,,,,,,
VSLR,VIVINT SOLAR INC,07/09/2020,07/07/2020,67,$14.69,$13.15,$984.45,$881.05,$103.40,11.74%,,$103.40,Short,$881.05,No,,,,,,,,,
CRM,SALESFORCE COM,07/09/2020,07/01/2020,5,$197.93,$190.97,$989.66,$954.87,$34.79,3.64%,,$34.79,Short,$954.87,No,,,,,,,,,
NIO,N I O INC F UNSPONSORED ADR 1 ADR REPS ORD SHS,07/09/2020,07/06/2020,15,$13.69,$12.06,$205.35,$180.83,$24.52,13.56%,,$24.52,Short,$180.83,No,,,,,,,,,
GRAF,GRAF INDUSTRIAL CORP,07/08/2020,07/06/2020,45,$16.65,$21.86,$749.46,$983.48,-$234.02,-23.80%,,-$234.02,Short,$983.48,No,,,,,,,,,
TTD,THE TRADE DESK INC CLASS A,07/07/2020,06/30/2020,2,$444.98,$407.77,$889.95,$815.55,$74.40,9.12%,,$74.40,Short,$815.55,No,,,,,,,,,
MRK,MERCK & CO. INC.,07/07/2020,07/01/2020,13,$79.29,$78.70,$1030.78,$1023.05,$7.73,0.76%,,$7.73,Short,$1023.05,No,,,,,,,,,
STAA,STAAR SURGICAL CO,07/07/2020,07/06/2020,20,$58.54,$62.25,$1170.77,$1245.00,-$74.23,-5.96%,,-$74.23,Short,$1245.00,No,,,,,,,,,
PFE,PFIZER INC,07/07/2020,07/01/2020,30,$34.23,$34.10,$1026.94,$1022.95,$3.99,0.39%,,$3.99,Short,$1022.95,No,,,,,,,,,
IO,ION GEOPHYSICAL CORP,07/07/2020,07/06/2020,450,$2.41,$2.47,$1084.48,$1110.74,-$26.26,-2.36%,,-$26.26,Short,$1110.74,No,,,,,,,,,
TWLO,TWILIO INC CLASS A,07/07/2020,07/06/2020,5,$235.22,$239.82,$1176.12,$1199.12,$0.00,0.00%,,$0.00,Short,$1199.12,Yes,$23.00,,,,,,,,
BA,BOEING CO,07/07/2020,05/08/2020,2,$182.72,$132.47,$365.43,$264.94,$100.49,37.93%,,$100.49,Short,$264.94,No,,,,,,,,,
BA,BOEING CO,07/07/2020,05/08/2020,3,$182.72,$132.47,$548.15,$397.41,$150.74,37.93%,,$150.74,Short,$397.41,No,,,,,,,,,
SHOP,SHOPIFY INC F CLASS A,07/06/2020,04/23/2020,5,$1018.02,$636.00,$5090.09,$3180.00,$1910.09,60.07%,,$1910.09,Short,$3180.00,No,,,,,,,,,
PFE,PFIZER INC,07/06/2020,07/01/2020,20,$34.43,$34.10,$688.65,$681.96,$6.69,0.98%,,$6.69,Short,$681.96,No,,,,,,,,,
BOXL,BOXLIGHT CORP 00500 CLAS S A,07/06/2020,06/04/2020,503,$0.90,$1.21,$452.74,$610.25,-$157.51,-25.81%,,-$157.51,Short,$610.25,No,,,$3714.88,-$654.61,-17.62%,,,,-17.62%
BOXL,BOXLIGHT CORP 00500 CLAS S A,07/06/2020,06/04/2020,900,$0.90,$1.15,$810.07,$1035.00,-$204.69,-19.78%,,-$204.69,Short,$1035.00,Yes,$20.24,,$3714.88,-$654.61,-17.62%,,,,-17.62%
TPL,TEX PAC LAND SUB CTF,07/06/2020,04/01/2020,3,$573.55,$366.37,$1720.66,$1099.11,$621.55,56.55%,,$621.55,Short,$1099.11,No,,,,,,,,,
CRM,SALESFORCE COM,07/06/2020,07/01/2020,5,$197.99,$190.98,$989.96,$954.88,$35.08,3.67%,,$35.08,Short,$954.88,No,,,,,,,,,
BOXL,BOXLIGHT CORP 00500 CLAS S A,07/06/2020,06/04/2020,900,$0.90,$0.93,$810.07,$839.88,$0.00,0.00%,,$0.00,Short,$839.88,Yes,$29.81,,$3714.88,-$654.61,-17.62%,,,,-17.62%
MRK,MERCK & CO. INC.,07/06/2020,07/01/2020,7,$79.52,$78.70,$556.63,$550.87,$5.76,1.05%,,$5.76,Short,$550.87,No,,,,,,,,,
TPL,TEX PAC LAND SUB CTF,07/06/2020,04/01/2020,2,$572.08,$366.37,$1144.16,$732.74,$411.42,56.15%,,$411.42,Short,$732.74,No,,,,,,,,,
SHOP,SHOPIFY INC F CLASS A,07/06/2020,04/23/2020,2,$988.12,$636.00,$1976.23,$1272.00,$704.23,55.36%,,$704.23,Short,$1272.00,No,,,,,,,,,
BOXL,BOXLIGHT CORP 00500 CLASS A,07/06/2020,06/04/2020,1097,$0.90,$1.21,$987.39,$1328.15,-$340.76,-25.66%,,-$340.76,Short,$1328.15,No,,,$3714.88,-$654.61,-17.62%,,,,-17.62%
TTD,THE TRADE DESK INC CLASS A,07/06/2020,06/30/2020,5,$443.66,$407.78,$2218.28,$2038.88,$179.40,8.80%,,$179.40,Short,$2038.88,No,,,,,,,,,
ZBH,ZIMMER BIOMET HLDGS,07/02/2020,07/01/2020,15,$121.46,$119.29,$1821.86,$1789.35,$32.51,1.82%,,$32.51,Short,$1789.35,No,,,,,,,,,
AXP,AMERICAN EXPRESS CO,07/02/2020,07/01/2020,15,$94.80,$95.97,$1422.00,$1439.52,-$17.52,-1.22%,,-$17.52,Short,$1439.52,No,,,,,,,,,
VMW,VMWARE INC CLASS A,07/02/2020,07/01/2020,13,$152.44,$155.86,$1981.75,$2026.12,-$44.37,-2.19%,,-$44.37,Short,$2026.12,No,,,,,,,,,
BOXL,BOXLIGHT CORP 00500 CLASS A,07/01/2020,06/04/2020,503,$0.87,$0.93,$437.60,$469.40,$0.00,0.00%,,$0.00,Short,$469.40,Yes,$31.80,,,,,,,,
BA,BOEING CO,07/01/2020,05/08/2020,15,$181.43,$132.47,$2721.45,$1987.06,$734.39,36.96%,,$734.39,Short,$1987.06,No,,,,,,,,,
BOXL,BOXLIGHT CORP 00500 CLASS A,07/01/2020,06/04/2020,1097,$0.87,$0.93,$957.11,$1023.71,$0.00,0.00%,,$0.00,Short,$1023.71,Yes,$66.60,,,,,,,,
STRT,STRATTEC SECURITY CO,07/01/2020,06/03/2020,148,$15.85,$15.00,$2345.75,$2220.00,$125.75,5.66%,,$125.75,Short,$2220.00,No,,,,,,,,,
JMIA,JUMIA TECHNOLOGIES A G F UNSPONSORED ADR 1 ADR REPS 2 ORD SHS,07/01/2020,06/03/2020,425,$5.55,$5.07,$2360.49,$2154.75,$205.74,9.55%,,$205.74,Short,$2154.75,No,,,,,,,,,
STRT,STRATTEC SECURITY CO,07/01/2020,06/03/2020,2,$15.77,$15.00,$31.54,$30.00,$1.54,5.13%,,$1.54,Short,$30.00,No,,,,,,,,,
TPL,TEX PAC LAND SUB CTF,07/01/2020,04/01/2020,3,$586.04,$366.37,$1758.11,$1099.11,$659.00,59.96%,,$659.00,Short,$1099.11,No,,,,,,,,,
FVRR,FIVERR INTERNTNL LTD F,07/01/2020,06/30/2020,45,$72.40,$70.95,$3257.93,$3192.75,$65.18,2.04%,,$65.18,Short,$3192.75,No,,,,,,,,,
GD,GENERAL DYNAMICS CO,06/25/2020,05/22/2020,15,$145.37,$139.30,$2180.50,$2089.50,$91.00,4.36%,,$91.00,Short,$2089.50,No,,,,,,,,,
